,age_last_funding_year,relationships,milestones,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,is_top500
420,0.2301,5,0,0,0,1,0,0,0,0,0,0,0,1
421,1.0849,3,3,1,0,0,0,0,0,0,0,0,0,1
422,3.5808,3,3,0,1,0,0,0,0,0,0,0,0,1
423,0.7726,3,2,0,1,0,0,0,0,0,0,0,0,0
424,5.0027,3,1,1,0,0,0,0,0,0,0,0,0,1
425,1.4521,0,0,0,1,0,0,0,0,0,0,0,0,0
426,1.0,3,1,0,0,1,0,0,0,0,0,0,0,1
427,2.6959,5,2,0,0,1,0,0,0,0,0,0,0,0
428,3.7945,21,0,0,0,0,0,1,0,0,0,0,0,0
429,2.3041,4,3,0,0,0,0,0,0,0,0,0,1,1
430,2.737,11,2,0,1,0,0,0,0,0,0,0,0,1
431,-0.137,0,0,0,1,0,0,0,0,0,0,0,0,0
432,0.0,9,2,0,0,0,0,0,0,0,0,0,1,0
433,6.263,2,1,1,0,0,0,0,0,0,0,0,0,0
434,0.8329,3,1,0,0,0,0,0,1,0,0,0,0,1
435,4.0849,3,0,0,0,0,0,0,0,0,1,0,0,0
436,0.5288,4,2,0,0,0,0,0,0,0,0,0,1,1
437,2.5068,15,2,0,0,0,0,0,0,0,0,0,1,1
438,5.5589,0,0,1,0,0,0,0,0,0,0,0,0,0
439,7.1973,6,3,1,0,0,0,0,0,0,0,0,0,1
440,0.2959,3,2,0,1,0,0,0,0,0,0,0,0,1
441,8.3479,4,0,0,0,0,0,0,0,0,0,0,1,1
442,0.1671,4,2,0,0,0,0,0,0,0,0,0,1,1
443,5.8849,29,4,0,1,0,0,0,0,0,0,0,0,1
444,3.1781,6,1,0,0,0,0,0,0,0,0,0,1,1
445,2.0055,1,1,0,0,0,0,0,0,1,0,0,0,1
446,9.3836,13,1,1,0,0,0,0,0,0,0,0,0,1
447,9.0,10,1,0,0,0,0,0,0,0,0,0,1,1
448,1.1507,7,0,0,0,0,0,1,0,0,0,0,0,1
449,9.3616,5,2,0,0,0,1,0,0,0,0,0,0,1
450,5.6548,0,0,1,0,0,0,0,0,0,0,0,0,1
451,7.926,1,2,1,0,0,0,0,0,0,0,0,0,1
452,5.3507,6,0,0,0,0,0,0,1,0,0,0,0,1
453,4.2795,5,2,0,0,1,0,0,0,0,0,0,0,1
454,4.2219,6,1,1,0,0,0,0,0,0,0,0,0,1
455,2.4192,5,4,0,1,0,0,0,0,0,0,0,0,1
456,0.7479,3,0,0,0,0,0,1,0,0,0,0,0,0
457,1.9041,13,3,0,0,0,0,0,0,0,0,0,1,0
458,6.0356,19,4,0,1,0,0,0,0,0,0,0,0,1
459,0.7425,22,4,0,1,0,0,0,0,0,0,0,0,1
460,0.0164,3,0,0,1,0,0,0,0,0,0,0,0,0
461,9.0055,10,3,0,0,1,0,0,0,0,0,0,0,1
462,3.6493,10,1,0,1,0,0,0,0,0,0,0,0,1
463,5.611,9,1,1,0,0,0,0,0,0,0,0,0,1
464,9.3808,10,1,0,0,0,0,0,0,0,0,0,1,1
465,9.9479,3,1,0,0,0,0,0,1,0,0,0,0,1
466,2.5178,7,1,0,0,0,0,0,0,0,0,0,1,1
467,2.0,8,3,0,0,1,0,0,0,0,0,0,0,1
468,0.0,2,1,0,0,0,0,0,0,0,0,0,1,0
469,3.3945,13,3,0,0,0,0,0,0,0,0,0,1,1
470,0.1205,6,2,0,1,0,0,0,0,0,0,0,0,1
471,0.2849,2,2,0,0,0,0,1,0,0,0,0,0,1
472,1.8301,4,2,0,0,0,0,0,0,0,0,0,1,1
473,2.5123,9,4,0,0,0,0,0,0,0,0,0,1,1
474,3.1342,16,2,0,0,0,1,0,0,0,0,0,0,1
475,1.6356,7,2,0,1,0,0,0,0,0,0,0,0,0
476,5.9507,1,0,0,0,0,0,0,0,0,0,0,1,1
477,1.5863,4,2,0,1,0,0,0,0,0,0,0,0,0
478,2.5616,7,1,1,0,0,0,0,0,0,0,0,0,1
479,5.211,4,0,0,0,0,0,0,0,0,0,0,1,1
480,10.9068,5,1,1,0,0,0,0,0,0,0,0,0,0
481,5.0356,10,1,1,0,0,0,0,0,0,0,0,0,1
482,4.0192,5,1,1,0,0,0,0,0,0,0,0,0,1
483,2.7945,5,2,0,0,0,0,0,0,0,0,0,1,1
484,3.1808,1,0,0,0,0,0,0,0,0,0,0,1,1
485,3.5452,4,1,0,0,1,0,0,0,0,0,0,0,0
486,3.326,11,3,0,0,0,0,0,0,0,0,0,1,1
487,1.3973,1,0,0,0,0,0,0,0,0,0,0,1,0
488,4.211,27,4,0,1,0,0,0,0,0,0,0,0,1
489,-1.1836,1,1,0,1,0,0,0,0,0,0,0,0,0
490,1.1616,63,6,0,0,0,0,0,1,0,0,0,0,1
491,0.8904,15,2,0,0,1,0,0,0,0,0,0,0,1
492,0.7151,2,2,0,0,0,0,0,0,1,0,0,0,1
493,0.7425,9,2,0,0,0,0,0,0,0,0,0,1,1
494,2.4274,8,2,0,1,0,0,0,0,0,0,0,0,1
495,4.3863,15,0,0,0,0,0,0,0,0,1,0,0,1
496,0.6658,2,1,0,0,0,0,0,0,0,0,0,1,0
497,11.9041,29,3,1,0,0,0,0,0,0,0,0,0,1
498,6.7342,3,2,0,0,0,0,0,0,0,0,0,1,0
499,0.8712,4,2,0,0,0,0,0,1,0,0,0,0,0
500,1.4219,5,1,0,0,0,1,0,0,0,0,0,0,0
501,0.4438,2,1,0,1,0,0,0,0,0,0,0,0,1
502,3.3288,16,4,0,1,0,0,0,0,0,0,0,0,1
503,4.6767,0,1,0,1,0,0,0,0,0,0,0,0,1
504,0.6548,3,0,1,0,0,0,0,0,0,0,0,0,1
505,16.9863,7,2,0,0,0,0,0,0,0,0,0,1,1
506,7.0904,5,3,0,0,0,0,1,0,0,0,0,0,0
507,8.8795,7,2,0,0,0,0,0,0,0,0,0,1,1
508,4.6027,15,3,0,0,1,0,0,0,0,0,0,0,1
509,3.1425,30,5,0,1,0,0,0,0,0,0,0,0,1
510,0.8712,1,0,1,0,0,0,0,0,0,0,0,0,0
511,6.263,10,1,0,0,0,0,0,0,0,0,0,1,1
512,0.4329,6,2,0,0,0,0,0,0,0,0,0,1,1
513,3.8329,16,4,0,1,0,0,0,0,0,0,0,0,1
514,3.0877,6,1,0,0,0,0,1,0,0,0,0,0,1
515,3.2877,13,4,0,0,0,0,0,0,0,0,0,1,1
516,5.0027,2,2,0,1,0,0,0,0,0,0,0,0,1
517,3.3863,17,4,0,1,0,0,0,0,0,0,0,0,1
518,2.1644,42,6,0,0,0,0,1,0,0,0,0,0,1
519,2.0301,5,2,0,0,0,0,0,0,1,0,0,0,1
520,0.3397,9,3,0,0,0,0,0,0,0,0,0,1,1
521,4.0301,6,4,0,1,0,0,0,0,0,0,0,0,1
522,4.5863,1,0,0,0,0,0,0,0,0,1,0,0,1
523,7.3288,4,1,1,0,0,0,0,0,0,0,0,0,1
524,2.2795,3,1,0,1,0,0,0,0,0,0,0,0,0
525,2.3863,5,0,1,0,0,0,0,0,0,0,0,0,1
526,0.7479,5,2,0,0,0,0,0,0,0,0,0,1,1
527,4.9342,2,1,0,0,0,0,0,0,0,0,0,1,1
528,4.8521,10,4,0,0,0,0,0,1,0,0,0,0,1
529,6.0822,2,1,0,0,0,0,0,0,0,0,0,1,0
530,0.7123,5,3,0,1,0,0,0,0,0,0,0,0,1
531,0.0164,1,1,0,0,0,0,1,0,0,0,0,0,0
532,10.8192,28,1,1,0,0,0,0,0,0,0,0,0,0
533,5.6712,9,1,1,0,0,0,0,0,0,0,0,0,1
534,5.0082,2,0,1,0,0,0,0,0,0,0,0,0,0
535,3.1562,0,0,0,0,0,0,0,0,0,0,0,1,1
536,-0.9178,4,0,0,1,0,0,0,0,0,0,0,0,0
537,5.537,0,1,0,0,0,0,0,1,0,0,0,0,1
538,4.6932,13,3,1,0,0,0,0,0,0,0,0,0,1
539,4.589,21,2,1,0,0,0,0,0,0,0,0,0,1
540,4.3041,12,4,0,0,0,0,0,1,0,0,0,0,1
541,8.2712,15,5,1,0,0,0,0,0,0,0,0,0,1
542,1.6575,1,1,0,0,0,0,0,1,0,0,0,0,0
543,3.2493,19,3,0,0,0,1,0,0,0,0,0,0,1
544,2.6493,1,1,0,0,0,0,0,1,0,0,0,0,1
545,3.3808,5,1,0,0,0,0,0,0,0,0,0,1,1
546,10.2082,2,1,0,0,0,0,0,0,0,0,0,1,1
547,2.1726,4,3,0,0,0,0,0,0,0,0,0,1,1
548,1.8712,14,2,1,0,0,0,0,0,0,0,0,0,1
549,3.7562,2,3,0,0,1,0,0,0,0,0,0,0,1
550,8.4493,1,0,0,0,0,0,0,0,0,1,0,0,1
551,7.3918,5,1,1,0,0,0,0,0,0,0,0,0,1
552,1.1589,3,3,0,1,0,0,0,0,0,0,0,0,1
553,1.7644,5,2,0,0,0,0,0,0,0,0,0,1,1
554,0.6411,11,2,0,0,0,0,0,0,0,0,0,1,1
555,2.3863,37,3,0,0,0,0,0,1,0,0,0,0,1
556,2.7507,9,2,0,0,0,1,0,0,0,0,0,0,1
557,3.8521,11,4,0,0,0,0,0,0,0,0,0,1,1
558,-9.0466,6,2,0,0,0,0,1,0,0,0,0,0,0
559,4.6603,9,2,1,0,0,0,0,0,0,0,0,0,1
560,1.1671,19,4,0,0,0,0,1,0,0,0,0,0,1
561,6.4767,4,0,0,0,0,0,1,0,0,0,0,0,1
562,0.7836,13,3,0,0,0,1,0,0,0,0,0,0,1
563,0.7945,7,4,0,1,0,0,0,0,0,0,0,0,0
564,5.1781,2,2,1,0,0,0,0,0,0,0,0,0,1
565,1.8,8,1,0,1,0,0,0,0,0,0,0,0,1
566,0.8493,3,1,1,0,0,0,0,0,0,0,0,0,1
567,-0.0082,12,3,0,0,0,1,0,0,0,0,0,0,1
568,1.8822,2,1,1,0,0,0,0,0,0,0,0,0,1
569,1.4493,2,1,0,0,1,0,0,0,0,0,0,0,1
570,5.1562,7,2,1,0,0,0,0,0,0,0,0,0,1
571,3.3315,0,0,1,0,0,0,0,0,0,0,0,0,0
572,5.5616,5,1,0,0,0,0,0,0,0,0,0,1,1
573,6.4164,11,2,0,0,1,0,0,0,0,0,0,0,1
574,4.4712,6,1,1,0,0,0,0,0,0,0,0,0,1
575,3.1562,8,2,0,0,0,0,0,1,0,0,0,0,1
576,5.1644,0,0,0,0,0,0,0,0,0,0,0,1,1
577,1.1753,1,1,1,0,0,0,0,0,0,0,0,0,1
578,1.0685,4,3,0,0,0,0,1,0,0,0,0,0,1
579,4.6521,1,1,0,0,0,0,0,0,0,0,0,1,1
580,9.3616,16,1,0,0,0,0,0,0,0,1,0,0,1
581,10.137,2,1,0,0,0,1,0,0,0,0,0,0,1
582,5.1507,6,1,0,0,0,0,0,0,0,0,0,1,1
583,2.2329,8,2,0,0,0,1,0,0,0,0,0,0,1
584,0.3945,5,2,0,1,0,0,0,0,0,0,0,0,1
585,0.2986,1,1,0,0,0,0,0,0,1,0,0,0,0
586,5.3014,27,3,0,0,0,0,0,0,1,0,0,0,1
587,0.1534,4,0,0,1,0,0,0,0,0,0,0,0,0
588,6.5836,3,1,0,0,0,0,0,0,0,0,0,1,1
589,2.8356,7,3,0,0,0,0,0,0,0,0,0,1,1
590,3.4712,38,3,0,0,0,1,0,0,0,0,0,0,1
591,3.3068,6,2,0,1,0,0,0,0,0,0,0,0,1
592,4.0466,4,1,1,0,0,0,0,0,0,0,0,0,1
593,6.389,2,1,0,0,0,0,0,0,0,0,0,1,1
594,2.8137,14,3,0,0,1,0,0,0,0,0,0,0,1
595,2.474,19,1,0,0,0,1,0,0,0,0,0,0,1
596,3.3863,4,2,0,0,0,1,0,0,0,0,0,0,0
597,1.1479,5,3,0,0,0,0,0,0,0,0,0,1,1
598,6.3918,4,1,0,0,0,0,0,0,0,1,0,0,1
599,4.9671,10,2,1,0,0,0,0,0,0,0,0,0,1
600,2.4521,3,2,0,0,0,0,0,0,0,0,0,1,1
601,3.6493,2,0,1,0,0,0,0,0,0,0,0,0,1
602,7.4356,25,0,0,0,0,0,1,0,0,0,0,0,1
603,-0.0027,2,1,0,1,0,0,0,0,0,0,0,0,0
604,6.474,3,1,0,0,0,0,0,0,0,0,0,1,1
605,8.0356,9,1,1,0,0,0,0,0,0,0,0,0,1
606,12.3671,11,2,1,0,0,0,0,0,0,0,0,0,1
607,1.0,4,3,0,1,0,0,0,0,0,0,0,0,0
608,3.0575,3,1,0,1,0,0,0,0,0,0,0,0,1
609,2.3425,8,3,0,0,1,0,0,0,0,0,0,0,1
610,1.9178,13,3,0,1,0,0,0,0,0,0,0,0,1
611,4.2192,0,0,0,0,0,0,0,0,0,0,0,1,0
612,3.389,7,1,1,0,0,0,0,0,0,0,0,0,1
613,3.0027,7,3,0,0,0,0,0,0,0,0,0,1,0
614,2.7178,17,2,0,1,0,0,0,0,0,0,0,0,1
615,2.0027,12,2,0,0,0,1,0,0,0,0,0,0,1
616,3.4192,19,4,0,0,0,1,0,0,0,0,0,0,1
617,0.4932,8,1,0,0,0,0,0,0,0,0,0,1,0
618,1.5808,1,1,0,1,0,0,0,0,0,0,0,0,0
619,7.3945,4,1,0,0,0,0,0,0,0,1,0,0,0
620,4.0712,3,1,1,0,0,0,0,0,0,0,0,0,1
621,5.6438,9,2,0,0,0,0,0,0,0,0,0,1,1
622,3.5562,3,1,0,0,0,0,0,0,0,1,0,0,1
623,7.2822,5,1,1,0,0,0,0,0,0,0,0,0,1
624,3.7534,7,3,0,0,0,0,1,0,0,0,0,0,0
625,4.2219,4,0,0,0,0,0,0,0,0,0,0,1,1
626,4.9562,2,0,0,0,0,0,0,0,0,0,0,1,1
627,3.9425,3,1,0,0,0,0,0,0,0,0,0,1,1
628,4.3534,7,3,0,0,0,0,0,1,0,0,0,0,1
629,3.6082,8,3,0,0,0,0,0,1,0,0,0,0,1
630,0.7671,1,1,0,0,0,0,0,0,0,0,0,1,0
631,1.8822,5,3,0,0,0,0,0,0,0,0,0,1,1
632,6.0356,16,2,0,0,0,0,0,0,0,0,0,1,1
633,4.8438,22,5,0,0,0,1,0,0,0,0,0,0,1
634,1.3096,3,2,0,0,0,0,0,0,1,0,0,0,1
635,1.3342,6,0,1,0,0,0,0,0,0,0,0,0,1
636,3.6438,2,1,0,0,0,0,0,0,0,0,0,1,1
637,10.3644,4,1,0,0,0,0,0,0,0,0,0,1,1
638,1.1315,12,2,0,0,0,0,0,1,0,0,0,0,1
639,4.5397,0,0,0,0,0,0,0,0,0,0,0,1,1
640,1.0932,6,2,1,0,0,0,0,0,0,0,0,0,1
641,0.4192,5,0,1,0,0,0,0,0,0,0,0,0,0
642,4.2548,13,2,0,0,0,0,0,0,0,0,0,1,1
643,4.3945,5,2,1,0,0,0,0,0,0,0,0,0,1
644,5.337,21,3,0,0,1,0,0,0,0,0,0,0,1
645,3.0877,4,1,0,0,0,0,0,0,0,0,0,1,1
646,4.8329,18,3,0,0,0,1,0,0,0,0,0,0,1
647,7.937,10,3,0,0,0,1,0,0,0,0,0,0,1
648,1.3342,3,2,0,1,0,0,0,0,0,0,0,0,1
649,3.674,24,4,0,1,0,0,0,0,0,0,0,0,1
650,6.7342,3,0,0,0,0,0,0,0,0,0,0,1,1
651,2.4548,2,1,1,0,0,0,0,0,0,0,0,0,0
652,10.2712,22,1,0,0,0,0,0,0,0,0,0,1,1
653,5.3726,9,1,0,1,0,0,0,0,0,0,0,0,1
654,5.6712,4,2,1,0,0,0,0,0,0,0,0,0,1
655,5.663,4,1,0,0,0,0,0,0,0,1,0,0,1
656,6.1342,5,1,0,0,0,0,0,0,0,0,0,1,1
657,2.0959,6,3,0,0,0,0,1,0,0,0,0,0,1
658,3.5123,1,1,0,0,0,0,0,0,0,0,0,1,1
659,5.8493,3,1,0,0,0,0,0,0,0,0,0,1,1
660,2.0,2,1,0,0,0,1,0,0,0,0,0,0,0
661,14.9726,4,1,0,0,0,0,0,0,0,1,0,0,1
662,7.4575,7,1,0,0,0,0,0,0,0,1,0,0,1
663,5.4247,0,0,0,0,0,0,0,0,0,0,0,1,1
664,4.6877,12,2,0,0,1,0,0,0,0,0,0,0,1
665,2.6329,5,2,1,0,0,0,0,0,0,0,0,0,1
666,0.6685,2,1,0,0,0,0,0,0,0,0,0,1,0
667,1.3151,30,3,0,1,0,0,0,0,0,0,0,0,1
668,1.8164,7,2,0,1,0,0,0,0,0,0,0,0,1
669,5.5452,9,1,0,0,0,0,0,0,0,1,0,0,1
670,1.0986,5,3,0,0,0,0,0,0,0,0,0,1,1
671,2.4877,18,3,0,0,1,0,0,0,0,0,0,0,1
672,2.0082,12,3,0,0,0,1,0,0,0,0,0,0,1
673,7.8603,2,0,0,0,0,0,0,0,0,1,0,0,1
674,2.0712,9,1,1,0,0,0,0,0,0,0,0,0,1
675,21.8959,1,1,1,0,0,0,0,0,0,0,0,0,0
676,0.2055,1,1,0,0,0,0,0,1,0,0,0,0,1
677,2.4603,17,4,0,0,0,0,1,0,0,0,0,0,1
678,4.9726,4,2,0,1,0,0,0,0,0,0,0,0,1
679,0.8329,3,0,0,0,0,0,0,0,0,0,0,1,1
680,8.9562,10,1,0,0,0,0,0,0,0,0,0,1,1
681,2.5589,11,2,0,0,0,0,0,1,0,0,0,0,1
682,2.4822,1,2,0,0,1,0,0,0,0,0,0,0,1
683,4.9205,6,5,0,1,0,0,0,0,0,0,0,0,1
684,6.0055,2,1,0,0,0,0,0,0,0,0,0,1,1
685,0.7781,5,3,0,0,0,0,0,0,0,0,0,1,0
686,6.9452,6,2,0,0,0,0,0,0,0,0,0,1,1
687,2.6411,6,2,0,0,0,0,0,0,0,0,0,1,1
688,2.9973,9,2,0,0,0,0,1,0,0,0,0,0,1
689,1.5041,7,2,0,0,0,0,0,0,0,0,0,1,1
690,0.6904,6,2,0,0,0,0,0,0,1,0,0,0,1
691,3.2438,5,4,0,0,0,0,0,1,0,0,0,0,1
692,3.1644,6,1,1,0,0,0,0,0,0,0,0,0,1
693,10.2548,18,3,0,0,0,1,0,0,0,0,0,0,1
694,6.4192,6,2,0,0,0,0,0,0,0,0,0,1,1
695,2.6438,8,3,0,0,0,1,0,0,0,0,0,0,1
696,1.8849,4,2,0,0,0,0,0,0,0,0,0,1,1
697,0.4301,6,1,1,0,0,0,0,0,0,0,0,0,1
698,3.9178,8,2,1,0,0,0,0,0,0,0,0,0,1
699,4.1644,19,4,0,0,1,0,0,0,0,0,0,0,1
700,5.4767,5,0,0,0,0,0,0,0,0,0,0,1,1
701,3.7644,10,3,1,0,0,0,0,0,0,0,0,0,1
702,-0.5014,1,0,0,0,0,0,0,0,0,0,0,1,0
703,0.1671,3,1,0,0,0,0,1,0,0,0,0,0,0
704,5.0685,2,0,0,0,0,0,0,0,0,0,0,1,1
705,0.8164,0,0,0,0,0,0,1,0,0,0,0,0,0
706,9.337,2,1,1,0,0,0,0,0,0,0,0,0,1
707,6.7534,2,1,0,0,0,0,1,0,0,0,0,0,1
708,6.3151,1,1,0,0,0,0,0,0,0,0,0,1,1
709,7.5342,8,3,0,1,0,0,0,0,0,0,0,0,1
710,0.8329,5,2,0,0,0,0,0,0,0,0,0,1,0
711,4.8082,4,2,0,1,0,0,0,0,0,0,0,0,1
712,4.4301,5,3,0,0,1,0,0,0,0,0,0,0,0
713,2.6247,1,3,0,0,0,0,0,0,0,0,0,1,1
714,8.3014,6,1,0,0,0,0,0,0,0,0,0,1,1
715,0.789,2,1,0,0,0,0,0,0,0,0,0,1,0
716,0.5808,5,3,0,0,0,0,0,0,0,0,0,1,1
717,2.4384,10,2,0,0,0,1,0,0,0,0,0,0,1
718,13.0877,4,3,0,0,0,1,0,0,0,0,0,0,0
719,10.8795,3,1,0,0,0,0,0,0,0,0,0,1,1
720,6.3644,13,3,0,0,0,0,0,0,0,0,0,1,1
721,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0
722,0.7534,13,2,0,0,0,0,1,0,0,0,0,0,1
723,5.1315,15,2,0,0,0,0,0,0,0,0,0,1,1
724,0.3699,3,0,0,0,0,0,0,0,0,0,0,1,1
725,2.0767,4,1,0,0,0,0,0,0,0,1,0,0,1
726,4.9671,10,2,1,0,0,0,0,0,0,0,0,0,1
727,7.0795,25,3,0,0,0,1,0,0,0,0,0,0,1
728,7.2521,4,0,0,0,0,0,0,0,0,1,0,0,1
729,1.5863,5,3,0,0,0,1,0,0,0,0,0,0,1
730,5.6384,3,1,0,0,0,0,0,0,0,0,0,1,1
731,3.9205,2,0,0,0,0,0,0,0,1,0,0,0,1
732,9.4959,13,0,0,0,0,0,0,0,0,0,0,1,1
733,1.6466,4,0,1,0,0,0,0,0,0,0,0,0,1
734,0.8986,12,3,0,0,0,0,0,0,0,0,0,1,1
735,2.4274,1,2,0,0,0,0,0,0,1,0,0,0,1
736,0.7644,3,0,0,0,0,0,0,1,0,0,0,0,1
737,0.726,4,2,0,0,0,0,0,0,0,0,0,1,1
738,1.6548,3,0,0,0,0,0,0,0,1,0,0,0,1
739,3.8767,9,2,0,0,0,1,0,0,0,0,0,0,1
740,1.0959,12,2,0,1,0,0,0,0,0,0,0,0,1
741,1.2164,6,2,0,0,0,0,0,0,1,0,0,0,1
742,4.8877,8,1,0,0,0,0,0,0,0,0,0,1,0
743,0.5808,13,0,0,0,0,0,0,0,0,0,0,1,0
744,4.7425,12,3,0,0,0,0,0,0,0,0,0,1,1
745,2.326,12,3,0,1,0,0,0,0,0,0,0,0,0
746,4.6164,15,3,0,0,0,0,0,0,0,0,0,1,1
747,7.4027,15,3,0,0,0,0,0,0,0,0,0,1,1
748,0.0,2,1,0,0,0,0,0,0,0,0,0,1,1
749,9.4247,3,0,0,0,0,0,0,0,0,0,0,1,1
750,2.0,3,2,0,0,0,0,0,0,0,0,0,1,0
751,4.6082,3,3,0,1,0,0,0,0,0,0,0,0,1
752,2.9973,8,6,0,0,0,0,0,0,1,0,0,0,1
753,1.589,6,2,1,0,0,0,0,0,0,0,0,0,1
754,0.274,5,1,0,1,0,0,0,0,0,0,0,0,0
755,8.6,4,1,0,0,0,0,0,0,0,0,0,1,1
756,2.7096,6,3,1,0,0,0,0,0,0,0,0,0,1
757,4.8438,2,0,1,0,0,0,0,0,0,0,0,0,0
758,0.8521,3,3,0,1,0,0,0,0,0,0,0,0,1
759,1.8384,3,3,0,0,0,1,0,0,0,0,0,0,1
760,3.8932,8,3,0,0,0,1,0,0,0,0,0,0,1
761,3.989,27,4,0,0,1,0,0,0,0,0,0,0,1
762,1.0466,30,3,0,0,0,0,1,0,0,0,0,0,1
763,0.6301,8,2,0,1,0,0,0,0,0,0,0,0,1
764,8.9534,4,2,0,0,0,1,0,0,0,0,0,0,1
765,2.7644,4,1,0,0,0,0,0,0,0,0,0,1,0
766,7.863,16,1,0,0,0,0,0,1,0,0,0,0,1
767,3.1671,4,0,0,0,0,0,0,1,0,0,0,0,1
768,3.7589,15,1,0,0,0,0,0,0,0,1,0,0,1
769,0.0795,8,2,0,0,0,0,0,0,0,0,0,1,1
770,0.5562,3,2,0,1,0,0,0,0,0,0,0,0,0
771,10.9041,4,0,0,0,0,0,0,0,0,0,0,1,1
772,6.1507,10,3,0,0,0,0,0,0,0,0,0,1,0
773,5.1452,4,1,0,1,0,0,0,0,0,0,0,0,1
774,4.9589,11,2,0,0,0,0,0,0,0,0,0,1,1
775,7.2274,2,0,0,0,0,0,0,0,0,0,0,1,1
776,4.0986,8,3,0,1,0,0,0,0,0,0,0,0,1
777,1.4247,7,1,0,0,0,0,1,0,0,0,0,0,1
778,3.5562,3,1,0,0,1,0,0,0,0,0,0,0,0
779,0.8877,3,3,0,0,0,0,0,0,0,0,0,1,1
780,7.1562,1,0,0,0,0,0,0,0,0,0,0,1,1
781,9.3014,10,1,0,0,0,0,0,0,0,0,0,1,1
782,0.8959,4,1,0,0,0,1,0,0,0,0,0,0,0
783,6.6027,3,1,0,0,0,0,0,0,0,0,0,1,1
784,1.5699,12,2,1,0,0,0,0,0,0,0,0,0,1
785,-0.1151,1,1,0,0,0,0,0,1,0,0,0,0,0
786,9.3178,5,2,0,0,0,0,0,0,0,0,0,1,1
787,0.0,2,1,0,0,0,0,0,0,1,0,0,0,0
788,2.0877,6,1,0,0,0,0,0,0,0,0,0,1,0
789,1.0247,10,4,0,0,0,1,0,0,0,0,0,0,1
790,1.8247,15,3,0,1,0,0,0,0,0,0,0,0,0
791,3.0904,3,4,0,1,0,0,0,0,0,0,0,0,0
792,0.8384,4,5,0,0,0,0,0,1,0,0,0,0,1
793,5.7315,5,1,1,0,0,0,0,0,0,0,0,0,1
794,2.0795,23,3,0,0,0,0,1,0,0,0,0,0,1
795,2.2521,21,3,0,0,0,0,0,0,1,0,0,0,1
796,9.9589,35,3,0,1,0,0,0,0,0,0,0,0,1
797,2.926,4,1,0,0,0,1,0,0,0,0,0,0,1
798,3.4685,3,1,0,0,0,0,0,0,0,0,0,1,1
799,2.937,6,2,0,1,0,0,0,0,0,0,0,0,1
800,9.9644,7,1,0,0,0,0,0,0,0,0,0,1,1
801,2.6658,6,0,0,1,0,0,0,0,0,0,0,0,1
802,1.9973,3,2,0,0,0,0,0,0,0,0,0,1,1
803,1.6658,2,3,0,0,0,0,1,0,0,0,0,0,1
804,5.5123,11,0,0,0,0,0,0,0,0,1,0,0,0
805,2.7096,1,0,0,0,0,0,0,1,0,0,0,0,0
806,1.4986,6,2,1,0,0,0,0,0,0,0,0,0,0
807,1.4301,5,3,1,0,0,0,0,0,0,0,0,0,1
808,3.6027,9,0,0,0,0,0,0,0,0,0,0,1,1
809,7.7151,11,1,1,0,0,0,0,0,0,0,0,0,1
810,3.7616,5,1,0,0,1,0,0,0,0,0,0,0,1
811,5.3315,5,1,0,0,0,0,0,0,0,0,0,1,1
812,4.7973,18,5,0,0,0,0,0,0,0,0,0,1,1
813,5.2301,13,3,0,0,0,0,0,0,0,0,0,1,1
814,1.2247,5,2,0,0,0,0,0,1,0,0,0,0,1
815,8.5014,4,2,1,0,0,0,0,0,0,0,0,0,0
816,4.2548,4,3,0,1,0,0,0,0,0,0,0,0,1
817,1.2795,8,3,0,0,0,0,0,0,0,0,0,1,1
818,5.5342,6,2,0,0,0,1,0,0,0,0,0,0,1
819,7.4164,9,3,0,0,1,0,0,0,0,0,0,0,1
820,3.7479,14,2,0,0,0,0,0,0,0,0,0,1,1
821,5.2301,10,3,0,0,0,0,0,0,0,0,0,1,0
822,2.1644,10,2,0,0,0,0,0,1,0,0,0,0,0
823,0.0849,7,2,0,1,0,0,0,0,0,0,0,0,0
824,11.1452,0,0,0,0,0,0,0,0,0,0,0,1,1
825,7.537,6,1,0,0,0,0,0,0,0,0,0,1,1
826,3.9178,2,0,0,0,0,0,0,0,0,0,0,1,1
827,1.2849,1,1,0,0,0,0,0,0,1,0,0,0,0
828,1.3096,11,3,0,0,0,0,0,0,0,0,0,1,0
829,4.0274,0,0,0,0,0,0,0,0,0,0,0,1,0
830,1.2301,4,2,0,0,0,1,0,0,0,0,0,0,0
831,6.1233,5,1,0,0,0,1,0,0,0,0,0,0,1
832,4.4137,14,2,0,0,0,0,0,0,0,0,0,1,1
833,2.7205,4,4,0,0,0,0,0,0,0,0,0,1,1
834,6.1151,3,1,1,0,0,0,0,0,0,0,0,0,1
835,4.0795,0,0,1,0,0,0,0,0,0,0,0,0,1
836,1.9562,11,3,1,0,0,0,0,0,0,0,0,0,1
837,9.7315,2,1,1,0,0,0,0,0,0,0,0,0,1
838,2.8795,15,1,0,0,0,0,0,0,0,0,0,1,1
839,0.0,5,4,0,0,0,0,0,0,0,0,0,1,0
840,0.0,21,2,0,1,0,0,0,0,0,0,0,0,1
841,4.0877,13,2,0,0,0,0,1,0,0,0,0,0,1
