,name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
1874,0,2018,22000,2,1,1,2,21.56,1462.0,103.25,5.0
1875,14,2014,76131,1,1,2,1,13.22,2967.0,241.4,5.0
1876,3,2018,30000,2,1,1,2,18.6,1197.0,81.83,5.0
1877,14,2014,65000,1,1,2,1,12.07,2967.0,241.4,7.0
1878,7,2018,60000,1,1,1,1,15.4,2523.0,75.0,7.0
1879,15,2013,80000,1,1,1,1,22.07,1199.0,73.9,5.0
1880,2,2005,80000,2,1,2,2,9.0,2997.0,218.0,5.0
1881,14,2012,70000,1,1,2,1,12.07,2967.0,241.4,7.0
1882,0,2017,51777,1,2,1,1,24.3,1248.0,88.5,5.0
1883,20,2013,64788,1,2,2,1,0.0,2179.0,115.0,5.0
1884,2,2018,20000,2,1,1,1,19.5,1199.0,88.76,5.0
1885,15,2018,19000,2,1,1,1,18.78,999.0,75.0,5.0
1886,23,2000,46951,2,1,1,1,18.5,796.0,53.0,5.0
1887,10,2016,19000,2,1,1,1,20.63,1198.0,67.0,5.0
1888,5,2016,50000,1,1,1,1,22.77,1498.0,98.59,5.0
1889,3,2015,60000,1,1,1,1,19.67,1582.0,126.2,5.0
1890,6,2013,100000,1,1,1,2,19.01,1461.0,108.45,5.0
1891,0,2001,10000,2,1,1,1,17.3,993.0,60.0,5.0
1892,0,2012,50000,1,1,1,2,22.9,1248.0,74.0,5.0
1893,0,2014,74537,2,1,1,2,20.51,998.0,67.04,5.0
1894,0,2009,90000,2,1,2,2,12.6,1586.0,103.3,5.0
1895,9,2010,70000,2,1,1,2,18.0,995.0,62.0,5.0
1896,0,2010,80000,2,1,1,2,18.9,1061.0,67.0,5.0
1897,3,2016,35000,1,1,1,1,24.4,1120.0,71.0,5.0
1898,9,2015,23500,2,1,1,1,18.6,1199.0,76.8,5.0
1899,2,2017,82000,1,1,1,1,25.6,1498.0,97.9,5.0
1900,4,2014,100000,1,1,1,2,12.99,2494.0,100.6,8.0
1901,3,2018,15000,2,1,1,1,18.6,1197.0,81.83,5.0
1902,0,2017,30000,1,1,1,1,27.39,1248.0,74.0,5.0
1903,3,2016,30000,2,1,1,1,18.9,1197.0,82.0,5.0
1904,0,2019,11000,2,1,1,1,21.63,998.0,67.0,5.0
1905,10,2017,140000,2,1,1,1,19.02,1198.0,67.05,7.0
1906,8,2016,110000,1,1,1,1,23.0,1248.0,88.7,5.0
1907,0,2012,48000,2,1,1,1,20.92,998.0,67.1,5.0
1908,0,2012,70000,1,1,1,2,22.9,1248.0,74.0,5.0
1909,0,2018,70000,2,1,1,2,22.0,1197.0,81.8,5.0
1910,7,2016,58000,1,1,1,1,15.4,1997.0,120.0,7.0
1911,0,2010,40000,3,1,1,4,17.3,1061.0,57.5,5.0
1912,0,2005,90000,2,1,1,2,17.3,993.0,60.0,5.0
1913,7,2010,40000,1,1,1,2,14.0,2498.0,112.0,7.0
1914,7,2013,110000,1,1,1,1,12.05,2179.0,120.0,9.0
1915,8,2007,80000,1,1,1,2,11.57,2179.0,138.1,7.0
1916,0,2017,60000,1,1,1,1,24.3,1248.0,88.5,5.0
1917,7,2015,50000,1,1,1,1,15.96,2523.0,62.1,7.0
1918,8,2017,25000,2,1,1,1,23.84,1199.0,84.0,5.0
1919,0,2011,100000,1,1,1,2,22.9,1248.0,74.0,5.0
1920,0,2012,52000,1,1,1,3,19.3,1248.0,73.9,5.0
1921,3,2010,80000,2,1,1,3,19.81,1086.0,68.05,5.0
1922,2,2016,85000,1,1,1,1,25.8,1498.0,98.6,5.0
1923,0,2016,83000,1,1,1,1,24.3,1248.0,88.5,5.0
1924,0,2013,50000,2,1,1,1,22.74,796.0,47.3,5.0
1925,0,2009,120000,2,1,1,4,18.9,1061.0,67.0,5.0
1926,7,2014,100000,1,1,1,1,15.96,2523.0,62.1,7.0
1927,0,2012,70000,1,1,1,3,22.9,1248.0,74.0,5.0
1928,0,2008,19000,2,1,1,1,19.7,796.0,46.3,5.0
1929,2,2009,68600,2,1,1,3,17.0,1497.0,118.0,5.0
1930,7,2017,60000,1,1,1,1,16.5,1493.0,70.0,7.0
1931,7,2014,65000,1,1,1,2,15.96,2523.0,62.1,7.0
1932,2,2012,40000,2,1,1,2,16.8,1497.0,116.3,5.0
1933,0,2016,25000,2,1,1,1,23.1,998.0,67.04,5.0
1934,0,2012,29500,2,1,1,1,20.92,998.0,67.1,5.0
1935,3,2018,13887,2,1,1,1,17.0,1591.0,121.3,5.0
1936,0,2016,50000,2,1,1,2,22.74,796.0,47.3,5.0
1937,6,2016,30000,2,1,1,2,25.17,799.0,53.3,5.0
1938,0,2012,100000,2,1,1,1,22.74,796.0,47.3,5.0
1939,9,2011,60000,2,1,1,2,14.49,1399.0,92.7,5.0
1940,3,2016,60000,1,1,1,2,22.54,1396.0,88.73,5.0
1941,8,2011,120000,1,1,1,1,19.4,1405.0,70.0,5.0
1942,5,2017,13500,2,1,1,1,17.0,1497.0,121.36,5.0
1943,25,2013,52000,1,1,1,1,20.3,1248.0,75.0,5.0
1944,0,2017,30000,2,1,1,2,21.4,1197.0,83.1,5.0
1945,3,2017,14000,2,1,1,1,19.1,1197.0,82.0,5.0
1946,8,2014,90000,1,1,1,2,15.05,2179.0,147.9,7.0
1947,8,2018,50000,1,1,1,1,24.7,1047.0,69.0,5.0
1948,7,2010,120000,1,1,1,2,13.0,2489.0,95.0,8.0
1949,3,2018,10000,2,1,1,1,21.1,814.0,55.2,5.0
1950,0,2018,10000,2,1,1,1,21.4,1197.0,83.1,5.0
1951,0,2018,25000,2,1,1,1,20.73,1373.0,91.1,5.0
1952,3,2017,20000,2,1,1,1,17.0,1591.0,121.3,5.0
1953,0,2013,60000,1,1,1,1,22.9,1248.0,74.0,5.0
1954,3,2018,40000,2,1,1,1,18.9,1197.0,81.86,5.0
1955,0,2012,60000,1,1,1,1,19.3,1248.0,73.9,5.0
1956,3,2015,50000,2,1,2,1,16.9,1197.0,82.0,5.0
1957,3,2017,20000,2,1,1,1,17.0,1591.0,121.3,5.0
1958,0,2017,35000,2,1,1,1,24.7,796.0,47.3,5.0
1959,0,2016,40000,1,1,1,1,28.09,1248.0,88.5,5.0
1960,8,2018,60000,1,1,1,1,21.5,1497.0,108.5,5.0
1961,3,2015,20000,2,1,1,1,17.01,1591.0,121.4,5.0
1962,5,2017,30000,2,1,1,2,17.0,1497.0,121.36,5.0
1963,0,2015,29000,2,1,1,1,23.95,998.0,67.05,5.0
1964,7,2019,17000,1,1,1,1,20.0,1497.0,115.0,5.0
1965,0,2017,50000,2,1,1,1,20.51,998.0,67.04,5.0
1966,3,2018,42000,2,1,2,1,18.6,1368.0,98.63,5.0
1967,4,2011,120000,1,1,1,2,12.8,2494.0,102.0,8.0
1968,7,2012,110000,1,1,1,1,21.03,1461.0,65.0,5.0
1969,8,2012,90000,1,1,1,1,23.57,1396.0,70.0,5.0
1970,0,2020,70000,2,1,1,1,23.26,1197.0,88.5,5.0
1971,15,2011,66000,1,1,1,2,20.5,1598.0,105.0,5.0
1972,3,2011,70000,1,1,1,3,16.2,1493.0,110.0,5.0
1973,3,2018,5000,2,1,2,1,14.8,1591.0,121.3,5.0
1974,7,2014,50000,1,1,1,2,21.03,1461.0,65.0,5.0
1975,1,2019,25000,2,1,1,1,15.41,1598.0,103.2,5.0
1976,0,2013,70000,1,1,1,1,23.4,1248.0,74.0,5.0
1977,0,2006,40000,2,1,1,2,16.1,796.0,37.0,4.0
1978,7,2016,110000,1,1,1,1,16.0,2179.0,140.0,7.0
1979,8,2009,150000,1,1,1,1,13.93,2179.0,138.0,7.0
1980,8,2014,45000,1,1,1,1,19.1,1405.0,70.0,5.0
1981,8,2005,90000,1,1,1,3,16.1,1405.0,70.0,5.0
1982,8,2011,140000,1,1,1,2,11.57,2179.0,138.1,7.0
1983,5,2003,83000,2,1,1,2,13.8,1299.0,70.0,5.0
1984,15,2011,106000,1,1,2,2,16.96,1968.0,138.1,5.0
1985,9,2008,60000,2,1,1,4,15.26,1150.0,74.9,5.0
1986,0,2017,40000,2,1,1,2,16.8,796.0,34.2,8.0
1987,3,2011,138000,2,1,1,3,17.0,1197.0,80.0,5.0
1988,0,2015,80000,2,1,1,1,22.74,796.0,47.3,5.0
1989,3,2005,50000,2,1,1,2,15.3,1341.0,83.0,5.0
1990,9,2015,50000,2,1,1,1,18.2,1199.0,82.4,5.0
1991,0,2009,120000,2,1,1,1,18.5,1197.0,85.8,5.0
1992,0,2018,24400,2,1,1,1,22.0,1197.0,81.8,5.0
1993,7,2013,60000,1,1,1,2,15.96,2523.0,62.1,7.0
1994,0,2010,120000,2,1,1,2,18.5,1197.0,85.8,5.0
1995,3,2015,60000,1,1,1,2,24.8,1396.0,88.7,5.0
1996,0,2011,100000,2,1,1,2,19.7,796.0,46.3,5.0
1997,0,2011,120000,2,1,1,2,16.1,796.0,37.0,4.0
1998,6,2016,27500,2,1,1,1,25.17,799.0,53.3,5.0
1999,0,2007,10000,2,1,1,1,16.1,796.0,37.0,4.0
2000,3,2010,120000,2,1,1,3,18.5,1197.0,80.0,5.0
2001,3,2015,80000,1,1,1,1,22.54,1396.0,88.73,5.0
2002,8,2013,120000,2,1,1,1,15.64,1193.0,64.1,5.0
2003,3,2015,90000,1,1,1,1,24.4,1120.0,71.01,5.0
2004,5,2013,70000,1,1,1,1,20.0,1399.0,68.1,5.0
2005,6,2014,188000,1,1,1,2,19.01,1461.0,108.45,5.0
2006,9,2011,67840,2,1,1,1,18.0,995.0,62.0,5.0
2007,8,2013,30000,2,1,1,1,25.4,624.0,37.48,4.0
2008,0,2016,35000,2,1,1,2,22.74,796.0,47.3,5.0
2009,0,2017,100000,1,1,1,1,24.3,1248.0,88.5,5.0
2010,0,2017,30000,2,1,1,1,20.51,998.0,67.04,5.0
2011,3,2016,70000,2,1,1,1,18.9,1197.0,82.0,5.0
2012,7,2010,380000,1,1,1,2,13.6,2523.0,63.0,7.0
2013,15,2018,15000,2,1,1,1,16.2,1199.0,74.0,5.0
2014,5,2009,140000,1,1,1,2,13.8,1399.0,68.0,5.0
2015,0,2010,120000,2,1,1,3,19.7,796.0,35.0,8.0
2016,0,2007,112880,1,2,1,1,25.2,1248.0,74.0,5.0
2017,8,2013,135000,1,2,1,2,19.4,1405.0,70.0,5.0
2018,0,2006,80000,2,1,1,3,18.9,998.0,67.1,5.0
2019,9,2012,128000,2,1,1,3,18.6,1199.0,79.4,5.0
2020,7,2011,120000,1,1,1,1,13.6,2523.0,63.0,7.0
2021,0,2010,30000,2,1,2,1,12.6,1586.0,103.2,5.0
2022,8,2018,70000,2,1,1,1,17.0,1198.0,108.5,5.0
2023,3,2015,41000,2,1,1,1,18.6,1197.0,81.83,5.0
2024,0,2006,30000,2,1,1,2,19.7,796.0,46.3,5.0
2025,0,2015,30000,2,1,1,1,23.95,998.0,67.05,5.0
2026,3,2011,35000,2,1,1,1,16.36,1495.0,93.7,5.0
2027,0,2010,22000,2,1,1,1,15.0,1586.0,104.68,5.0
2028,0,2006,70000,2,1,1,1,18.9,998.0,67.1,5.0
2029,7,2018,70000,1,1,1,1,16.5,1493.0,70.0,7.0
2030,7,2005,200000,1,1,1,2,10.5,2179.0,120.0,8.0
2031,8,2011,120000,1,1,1,1,13.93,2179.0,138.03,7.0
2032,0,2019,3000,2,1,1,1,20.89,1197.0,81.8,5.0
2033,0,2012,50000,2,1,1,1,20.92,998.0,67.1,5.0
2034,7,2013,50000,1,1,1,1,15.96,2523.0,62.1,7.0
2035,2,2019,1500,2,1,2,1,18.2,1199.0,88.7,5.0
2036,15,2017,74000,1,1,1,1,22.27,1498.0,108.6,5.0
2037,2,2017,25000,2,1,1,1,18.7,1199.0,88.7,5.0
2038,2,2016,61915,1,1,1,1,27.3,1498.0,98.6,5.0
2039,3,2016,110000,2,1,1,1,21.1,814.0,55.2,5.0
2040,15,2016,70000,1,1,1,1,20.14,1498.0,88.0,5.0
2041,0,2007,150000,1,1,1,4,17.8,1248.0,75.0,5.0
2042,7,2013,110000,1,1,1,2,17.21,1493.0,100.0,7.0
2043,9,2014,90000,1,1,1,2,25.44,936.0,56.3,5.0
2044,5,2010,120000,2,1,1,3,15.6,1196.0,70.0,5.0
2045,4,2016,65000,1,1,1,1,12.99,2494.0,100.6,8.0
2046,0,2019,10000,2,1,1,1,20.52,1197.0,81.8,5.0
2047,3,2009,80000,2,1,1,2,20.36,1197.0,78.9,5.0
2048,0,2013,184000,1,1,1,1,20.77,1248.0,88.76,7.0
2049,0,2013,80000,4,1,1,2,32.52,998.0,58.33,5.0
2050,0,2005,70000,2,1,1,2,17.3,993.0,60.0,5.0
2051,0,2008,89000,2,1,1,2,15.6,1586.0,104.68,5.0
2052,0,2013,69000,1,1,1,2,22.9,1248.0,74.0,5.0
2053,8,2012,90000,1,1,1,2,25.0,1396.0,69.0,5.0
2054,3,2017,8000,2,1,1,1,21.1,814.0,55.2,5.0
2055,3,2012,35000,2,1,1,1,17.0,1197.0,80.0,5.0
2056,3,2011,45000,2,1,1,1,17.0,1197.0,80.0,5.0
2057,25,2011,30000,1,1,1,1,20.4,1248.0,91.2,5.0
2058,0,2006,59000,2,1,1,2,16.1,796.0,37.0,4.0
2059,0,2018,6200,2,1,1,1,19.34,1462.0,103.0,7.0
2060,0,2020,120000,2,1,1,2,21.63,998.0,67.0,5.0
2061,0,2016,70000,2,1,1,1,20.51,998.0,67.04,5.0
2062,0,1998,70000,2,1,1,1,14.0,796.0,35.0,5.0
2063,7,2017,110000,1,1,1,1,15.4,2523.0,75.0,7.0
2064,9,2007,93000,2,1,1,3,18.0,995.0,62.0,5.0
2065,9,2014,110000,1,1,1,1,13.58,2499.0,72.4,10.0
2066,0,2007,57000,2,1,1,1,19.7,796.0,46.3,5.0
2067,3,2005,120000,2,1,1,1,13.2,1495.0,94.0,5.0
2068,0,2009,120000,2,1,1,1,17.5,1298.0,85.8,5.0
2069,3,2018,60000,1,1,1,1,22.1,1396.0,88.7,5.0
2070,8,2011,70000,1,1,1,1,23.03,1396.0,69.0,5.0
2071,0,1999,60000,2,1,1,4,17.3,993.0,60.0,5.0
2072,2,2013,100000,1,1,1,1,25.8,1498.0,98.6,5.0
2073,3,2008,35000,2,1,1,1,20.36,1197.0,78.9,5.0
2074,0,2008,90000,1,1,1,3,17.8,1248.0,75.0,5.0
2075,3,2015,50000,2,1,1,1,17.19,1197.0,81.86,5.0
2076,3,2011,98000,2,1,1,1,18.5,1197.0,80.0,5.0
2077,3,2013,30000,2,1,1,1,18.5,1197.0,82.85,5.0
2078,3,2013,50000,2,1,1,2,16.3,1797.0,147.5,5.0
2079,3,2016,26000,2,1,1,1,18.9,1197.0,82.0,5.0
2080,0,2011,46000,2,1,1,2,19.7,796.0,46.3,5.0
2081,0,2010,80000,2,1,1,4,19.7,796.0,46.3,5.0
2082,8,2019,10000,2,1,1,1,23.84,1199.0,84.0,5.0
2083,0,2015,16700,2,1,1,1,22.74,796.0,47.3,5.0
2084,0,2018,70000,1,1,1,1,28.4,1248.0,74.02,5.0
2085,0,2015,7967,2,1,1,1,20.85,1197.0,83.14,5.0
2086,0,2018,20000,2,1,1,1,22.0,1197.0,81.8,5.0
2087,6,2016,9656,2,1,1,1,25.17,799.0,53.3,5.0
2088,3,2011,50000,2,1,1,1,19.81,1086.0,68.05,5.0
2089,5,2019,17000,1,1,1,1,24.4,1498.0,98.63,5.0
2090,9,2010,50000,2,1,1,1,18.0,995.0,62.0,5.0
2091,6,2015,10000,2,1,1,1,25.17,799.0,53.3,5.0
2092,3,2013,43000,2,1,1,2,18.5,1197.0,82.85,5.0
2093,3,2013,50000,1,1,1,1,23.5,1396.0,88.7,5.0
2094,0,2006,90000,2,1,1,2,18.9,998.0,67.0,5.0
2095,7,2012,100000,1,1,1,2,14.0,2498.0,112.0,8.0
2096,3,2010,80000,2,1,1,2,0.0,1086.0,62.1,5.0
2097,7,2012,120000,1,1,1,1,15.96,2523.0,62.1,7.0
2098,0,2019,5000,2,1,1,1,21.21,1197.0,81.8,5.0
2099,5,2016,68609,1,2,1,1,22.7,1498.0,89.84,5.0
2100,5,2018,33360,1,2,1,1,22.77,1498.0,98.59,5.0
2101,17,2019,14317,2,2,1,1,14.23,1498.0,104.55,5.0
2102,5,2012,87237,1,2,1,2,20.0,1399.0,68.05,5.0
2103,5,2017,62960,1,2,1,1,25.83,1498.0,99.0,5.0
2104,0,2017,26634,2,2,2,1,21.21,1197.0,81.8,5.0
2105,5,2012,163720,1,2,1,1,18.5,1399.0,68.0,5.0
2106,0,2012,67998,2,2,1,1,18.9,998.0,67.1,5.0
2107,5,2018,20706,1,2,1,1,23.8,1499.0,98.63,5.0
2108,5,2015,100581,1,2,1,1,25.83,1498.0,99.0,5.0
2109,6,2015,67303,1,2,1,1,20.45,1461.0,83.8,5.0
2110,0,2013,79139,2,2,1,1,18.5,1197.0,85.8,5.0
2111,3,2014,84784,1,2,1,1,24.0,1120.0,70.0,5.0
2112,0,2012,130376,1,2,1,2,23.2,1248.0,73.94,5.0
2113,8,2017,72000,1,1,1,1,13.93,2179.0,138.03,7.0
2114,3,2008,127000,1,1,1,2,16.8,1493.0,110.0,5.0
2115,0,2014,120000,1,1,1,1,25.2,1248.0,74.0,5.0
2116,3,2014,100000,1,1,1,1,24.4,1120.0,71.0,5.0
2117,0,2018,40000,1,1,1,1,24.52,1248.0,88.5,7.0
2118,0,2013,110000,1,1,1,1,23.4,1248.0,74.0,5.0
2119,8,2017,30000,2,1,1,1,20.3,1199.0,84.0,5.0
2120,8,2014,120000,1,1,1,2,19.1,1405.0,70.0,5.0
2121,5,2017,15000,2,1,1,1,18.16,1196.0,86.8,5.0
2122,0,2016,33500,1,1,1,1,23.65,1248.0,88.5,5.0
2123,7,2012,70000,1,1,1,1,17.21,1493.0,100.0,7.0
2124,4,2015,10000,2,1,1,1,18.16,1197.0,78.8,5.0
2125,7,2018,22053,1,1,1,1,16.36,2179.0,120.0,7.0
2126,7,2016,50000,1,1,1,1,18.49,1493.0,100.0,7.0
2127,9,2011,78432,1,1,1,1,16.52,1991.0,123.7,5.0
2128,3,2011,125000,1,1,1,2,14.66,2199.0,194.3,7.0
2129,5,2018,80000,1,1,1,1,26.1,1498.0,99.23,5.0
2130,4,2006,270000,1,1,1,3,12.8,2494.0,102.0,8.0
2131,2,2012,50000,2,1,1,2,19.4,1198.0,86.8,5.0
2132,8,2017,20000,2,1,1,1,23.84,1199.0,84.0,5.0
2133,3,2016,30000,2,1,1,1,15.29,1591.0,121.3,5.0
2134,3,2010,70000,2,1,1,2,19.81,1086.0,68.05,5.0
2135,4,2013,7200,1,1,1,1,12.99,2494.0,100.6,8.0
2136,2,2014,97000,1,1,1,1,26.0,1498.0,98.6,5.0
2137,3,2014,60000,2,1,1,2,21.1,814.0,55.2,5.0
2138,9,2013,25000,2,1,1,1,18.2,1199.0,84.8,5.0
2139,3,2010,94000,2,1,1,2,20.36,1197.0,78.9,5.0
2140,0,2005,90000,2,1,1,2,15.4,1590.0,94.0,5.0
2141,9,2012,50000,1,1,2,2,12.12,2231.0,184.0,7.0
2142,8,2019,35000,1,1,1,1,22.95,1248.0,74.0,5.0
2143,2,2015,117500,2,1,1,2,17.4,1497.0,117.3,5.0
2144,7,2012,78500,1,1,1,1,15.1,2179.0,140.0,7.0
2145,3,2018,8000,2,1,1,1,18.6,1197.0,81.83,5.0
2146,5,2017,25000,2,1,1,1,18.12,1196.0,86.8,5.0
2147,3,2012,60000,1,1,1,3,22.32,1582.0,126.32,5.0
2148,10,2019,10000,2,1,1,1,22.5,999.0,67.0,5.0
2149,5,2009,70000,2,1,1,2,14.2,1597.0,92.0,5.0
2150,8,2015,60000,2,1,1,1,25.4,624.0,37.48,4.0
2151,2,2006,70000,2,1,1,2,17.7,1497.0,78.0,5.0
2152,0,1997,25000,2,1,1,3,16.1,796.0,37.0,4.0
2153,3,2006,90000,2,1,1,3,13.9,1599.0,103.2,5.0
2154,3,2015,90000,1,1,1,1,19.67,1582.0,126.2,5.0
2155,8,2018,25000,2,1,1,1,23.84,1199.0,84.0,5.0
2156,5,2012,60000,1,1,1,2,23.5,1498.0,88.7,5.0
2157,8,2018,25000,2,1,1,1,23.84,1199.0,84.0,5.0
2158,0,2013,60000,2,1,1,4,22.74,796.0,47.3,5.0
2159,9,2008,70000,2,1,1,1,18.0,995.0,62.0,5.0
2160,0,2016,80000,1,1,1,2,24.52,1248.0,88.5,7.0
2161,7,2015,110000,1,1,1,2,15.4,2523.0,75.0,9.0
2162,7,2013,115717,1,1,1,1,12.05,2179.0,120.0,9.0
2163,5,2008,110000,1,1,1,2,17.7,1399.0,68.0,5.0
2164,8,2014,70000,1,1,1,2,15.05,2179.0,147.9,7.0
2165,0,2019,4000,2,1,1,1,21.21,1197.0,81.8,5.0
2166,3,2011,50000,2,1,1,1,20.36,1197.0,78.9,5.0
2167,3,2016,70000,2,1,1,4,18.9,1197.0,82.0,5.0
2168,3,2009,70000,2,1,1,2,20.36,1197.0,78.9,5.0
2169,3,2010,50000,2,1,1,2,18.5,1197.0,80.0,5.0
2170,0,2016,55000,1,1,1,1,26.59,1248.0,74.0,5.0
2171,8,2020,5000,2,1,2,1,17.0,1198.0,108.5,5.0
2172,7,2013,100000,1,1,1,2,15.96,2523.0,62.1,7.0
2173,3,2014,23000,2,1,1,2,20.36,1197.0,78.9,5.0
2174,0,2014,60000,2,1,1,2,22.74,796.0,47.3,5.0
2175,0,2010,70000,2,1,1,2,18.9,1061.0,67.0,5.0
2176,0,2009,60000,2,1,1,2,18.9,1061.0,67.0,5.0
2177,8,2019,100000,1,1,1,1,14.1,2179.0,153.86,7.0
2178,0,2015,90000,1,1,1,3,20.77,1248.0,88.76,7.0
2179,8,2010,26432,2,2,1,1,25.4,624.0,37.48,4.0
2180,0,2016,46702,2,2,1,1,16.8,796.0,34.2,8.0
2181,0,2016,46706,2,2,1,1,16.8,796.0,34.2,8.0
2182,8,2006,53523,2,2,1,1,16.84,1193.0,64.4,5.0
2183,9,2012,56365,1,2,1,1,25.44,936.0,56.3,5.0
2184,9,2011,49563,2,2,1,1,16.2,995.0,62.1,5.0
2185,0,2004,56432,2,2,1,1,16.1,796.0,37.0,4.0
2186,0,2002,52365,2,2,1,2,16.1,796.0,37.0,4.0
2187,0,2007,53512,2,2,1,2,19.7,796.0,46.3,5.0
2188,7,2013,40000,1,1,2,1,11.18,2696.0,184.0,7.0
2189,0,2010,46533,2,2,1,1,18.9,998.0,67.1,5.0
2190,0,2008,58632,2,2,1,2,14.0,796.0,35.0,5.0
2191,7,2016,80000,1,1,2,2,16.0,2179.0,140.0,7.0
2192,0,2016,70000,1,1,1,1,24.52,1248.0,88.5,7.0
2193,6,2017,90000,2,1,1,1,23.01,999.0,67.0,5.0
2194,5,2014,110000,2,1,1,2,14.09,1596.0,99.6,5.0
2195,7,2013,90000,1,1,1,1,17.21,1493.0,100.0,7.0
2196,7,2015,70000,1,1,1,1,15.4,2179.0,120.0,7.0
2197,0,2009,80000,2,1,1,1,16.6,1197.0,85.0,5.0
2198,0,2007,78000,2,1,1,1,19.7,796.0,46.3,5.0
2199,7,2017,45000,1,1,1,1,16.5,1493.0,70.0,7.0
2200,0,2015,50000,2,1,1,2,23.95,998.0,67.05,5.0
2201,0,2017,58000,2,1,1,1,24.7,796.0,47.3,5.0
2202,4,2012,120000,1,1,1,1,12.8,2494.0,102.0,8.0
2203,9,2007,30000,2,1,1,2,14.7,1150.0,76.0,5.0
2204,8,2017,162000,1,1,1,1,14.1,2179.0,147.94,7.0
2205,0,2016,50000,4,1,1,2,26.6,998.0,58.16,5.0
2206,3,2018,25000,2,1,1,2,18.6,1197.0,81.83,5.0
2207,7,2015,60000,1,1,1,1,15.4,1997.0,120.0,7.0
2208,3,2010,70000,3,1,1,3,13.45,1086.0,62.1,5.0
2209,0,2009,138000,1,1,1,2,19.3,1248.0,73.9,5.0
2210,3,2010,70000,2,1,1,2,20.36,1197.0,78.9,5.0
2211,0,2010,48000,2,1,1,2,19.7,796.0,46.3,5.0
2212,5,2012,110000,1,1,2,1,11.4,2953.0,153.86,7.0
2213,0,2014,88000,1,1,1,2,25.2,1248.0,74.0,5.0
2214,4,2015,68000,1,1,1,1,12.99,2494.0,100.6,7.0
2215,3,2017,70000,2,1,1,1,18.9,1197.0,82.0,5.0
2216,6,2014,80000,1,1,1,1,20.45,1461.0,83.8,5.0
2217,0,2013,100000,1,1,1,3,22.9,1248.0,74.0,5.0
2218,0,2013,96000,1,1,1,2,22.9,1248.0,74.0,5.0
2219,0,2002,30000,2,1,1,3,17.3,993.0,60.0,5.0
2220,0,2016,60000,1,1,1,3,23.2,1248.0,73.94,5.0
2221,0,2014,65000,1,1,1,1,25.2,1248.0,74.0,5.0
2222,0,2014,48000,2,1,1,1,23.1,998.0,67.04,5.0
2223,3,2016,65300,2,1,1,2,18.9,1197.0,82.0,5.0
2224,3,2018,40000,2,1,1,1,18.6,1197.0,81.83,5.0
2225,9,2012,60000,1,1,1,2,25.44,936.0,57.6,5.0
2226,0,2012,70000,2,1,1,2,20.92,998.0,67.1,5.0
2227,0,2008,70000,2,1,1,3,19.7,796.0,46.3,5.0
2228,3,2014,70000,1,1,1,2,24.0,1120.0,70.0,5.0
2229,0,2006,150000,2,1,1,2,19.7,796.0,46.3,5.0
2230,0,2019,10000,2,1,1,1,23.95,998.0,67.05,5.0
2231,3,2014,56000,1,1,1,1,22.32,1582.0,126.3,5.0
2232,10,2017,30000,2,1,1,1,22.7,799.0,53.64,5.0
2233,3,2014,50000,2,1,1,2,18.9,1197.0,82.0,5.0
2234,5,2010,120000,1,1,1,1,20.0,1399.0,68.0,5.0
2235,0,2018,40000,4,1,1,1,26.6,998.0,58.16,5.0
2236,3,2017,27500,2,1,1,1,18.9,1197.0,81.86,5.0
2237,0,2012,73000,1,1,1,1,20.77,1248.0,88.76,7.0
2238,0,2017,75000,1,1,1,1,26.59,1248.0,74.0,5.0
2239,6,2018,5000,2,1,1,1,23.01,999.0,67.0,5.0
2240,0,2010,50000,3,1,1,1,26.2,998.0,58.2,5.0
2241,0,2015,70000,1,1,1,1,26.59,1248.0,74.0,5.0
2242,0,2015,60000,1,1,1,1,26.59,1248.0,74.0,5.0
2243,0,2004,110000,2,1,1,1,18.9,998.0,67.1,5.0
2244,6,2013,95000,1,1,1,1,20.46,1461.0,83.8,5.0
2245,3,2015,34000,2,1,1,2,21.1,814.0,55.2,5.0
2246,3,2015,25000,2,1,1,1,18.9,1197.0,82.0,5.0
2247,0,2019,120000,4,1,1,2,21.94,1196.0,61.7,5.0
2248,4,2014,31000,1,1,1,1,23.59,1364.0,67.06,5.0
2249,0,2018,70000,4,1,1,1,26.6,998.0,58.16,5.0
2250,0,2011,47000,2,1,1,1,18.5,1197.0,85.8,5.0
2251,3,2019,5000,2,1,2,1,20.3,1086.0,68.0,5.0
2252,0,2018,44000,2,1,1,1,15.37,1196.0,73.0,7.0
2253,4,2012,120000,1,1,1,2,23.59,1364.0,67.1,5.0
2254,25,2014,39395,1,1,1,1,21.2,1248.0,75.0,5.0
2255,6,2013,67000,1,1,1,2,20.4,1461.0,108.5,5.0
2256,2,2019,20000,2,1,2,1,17.4,1497.0,117.6,5.0
2257,2,2018,40000,1,1,1,1,25.8,1498.0,98.6,5.0
2258,4,2004,120000,2,1,1,2,13.4,1794.0,125.0,5.0
2259,4,2014,80000,1,1,1,2,12.55,2982.0,168.5,7.0
2260,3,2018,7000,2,1,1,1,20.3,1086.0,68.0,5.0
2261,7,2018,15000,1,1,1,1,16.0,2179.0,140.0,7.0
2262,9,2016,50000,2,1,1,1,18.6,1199.0,76.8,5.0
2263,7,2016,30000,1,1,1,1,15.4,2179.0,120.0,7.0
